,filename,author,description,viewcount,rating,likes,dislikes,duration,length,keywords,published,colors_1_red,colors_1_blue,colors_1_green,colors_2_red,colors_2_blue,colors_2_green,colors_3_red,colors_3_blue,colors_3_green,colors_4_red,colors_4_blue,colors_4_green,colors_5_red,colors_5_blue,colors_5_green,colors_6_red,colors_6_blue,colors_6_green,colors_7_red,colors_7_blue,colors_7_green,colors_8_red,colors_8_blue,colors_8_green,colors_9_red,colors_9_blue,colors_9_green,colors_10_red,colors_10_blue,colors_10_green,genre
10,Destructo - _Higher_ (Official Video).mp4,THUMP,"Directed by Agata Alexander
http://agataalexander.com/

Featuring Bekka Gunther, Joshua Adkins, Destructo

Get the Higher EP now on OWSLA (US), Boysnoize (EU/UK), and One Love (AUS/NZ)
http://www.beatport.com/release/higher/1099403
http://smarturl.it/higherep

http://soundcloud.com/destructohard
http://twitter.com/destructohard
http://facebook.com/destructohard
http://instagram.com/destructohard
http://boysnoize.com/
http://www.owsla.com/
http://onelove.com.au/


_______________________________

SUBSCRIBE to THUMP:
http://bit.ly/Subscribe_to_THUMP
_______________________________


THUMP is the world's newest authority on electronic everything:
http://thu.mp

_______________________________

Check out our full video catalog:
http://youtube.com/user/thumpchannel/videos

Facebook: http://fb.com/thumpthump
Twitter: http://twitter.com/thumpthump
Tumblr: http://thump.tumblr.com/",1801735,4.90521430969,14791,359,00:04:36,276,"[destructo, higher, agata alexander, gary richards, los angeles, boys noize records, technology, sex, weird, odd, techno, disturbing, blood, heart, la funky, edc, owsla, lords of acid, messiag, david holmes, dub pistols, nitrus, bass, sound, experimental, bump, robot, mix, this is hell, the iron curtain revealed, lawyer up, audio, concert, culture, dance, dj, doc, documentary, electronic, interview, mashup, music, remix, thump, vice]",2013-06-25 16:58:01,5,5,5,33,34,37,162,162,197,193,194,193,197,197,197,166,166,166,116,117,118,171,172,172,27,27,27,40,45,79,edm
11,Destructo - Technology (Official Video).mp4,Boysnoize Records,"Destructo - Technology (Official Video) 'Technology' EP

You can't avoid the progress... we've got the Technology!

Beatport: http://www.beatport.com/release/technology/884659
iTunes: http://smarturl.it/Technology_iTunes
Spotify: http://smarturl.it/Technology_Spotify


Tracklist
01. DESTRUCTO -- TECHNOLOGY
02. DESTRUCTO -- Feat. OLIVER -- LA FUNKY
03. DESTRUCTO -- STAND STILL
04. DESTRUCTO -- TECHNOLOGY (JAN DRIVER RAT-O-LOGY REMIX)
05. DESTRUCTO -- Feat. OLIVER -- LA FUNKY (BS1 REMIX)
06. DESTRUCTO -- Feat. OLIVER -- LA FUNKY (BS1 DUB MIX) -- ITUNES BONUS TRACK

We don't have any doubts saying Destructo may become the people's choice.

When it comes to blowing up the night that man defo got the formula. Gary Richards has been around since the very beginning of good ol´ techno. Here we are not talking about wedding party but massive Rave America at Knotts Berry Farm. Actually this was early 90's when he was organizing warehouse and underground parties in Los Angeles and became a DJ of fame of the scene. In 2007 he created nowadays famous HARD fest and decided to start producing his own weapons for his dj-sets.

Here you can listen to his first work. These 3 tracks sounds eclectic and could be synonymous of deep, breaks, raving techno and house at the same time. Yeah, this genre name dropping sounds suspicious, but not if listening to the first contribution on BNR TRAX. On top of that we have BNR rave-master Jan Driver's monster remix of ""Technology"" and BS1′s fantastic remix of ""LA Funky"".

///

BEATPORT
http://www.beatport.com/label/boysnoize-records/2206

BOYSNOIZE RECORDS
http://boysnoize.com/
https://www.facebook.com/boysnoizerecords
http://www.twitter.com/boysnoizerec
https://soundcloud.com/boysnoizerecords
http://smarturl.it/BNRSpotify",285738,4.87365055084,2422,79,00:05:15,315,"[destructo, hard, technology, dance, l.a., boysnoize records, bnr, boys, noize, music, video, l.a. funky, techno, boysnoize, boyznoize, boys noize, label, tekno, Electronic Music, electro, progressive, Tech, Deep, Breaks, House, Dance, Trance, Minimal, Minimaltechno, Electronica, Tech-House, Experimental, spank rock, housemeister, dim, D.I.M, strip steve, djedjotronic, jan driver, mixhell, scnst, shadow dancer, audionite, bs1, les petits pilous, surtek collective, the faint, bobmo, rynecologist, trapmasters, baskerville]",2012-10-18 12:13:54,0,0,0,35,35,35,78,78,78,26,26,26,60,60,60,83,83,83,34,34,34,36,36,36,85,85,85,27,27,27,edm
12,Kaskade - Atmosphere (Official Video).mp4,Ultra Music,"Buy the single here: http://smarturl.it/AtmosphereiTunes

Check out ""Atmosphere"" on our The Pregame - Progressive Party Starters Spotify playlist! http://smarturl.it/ThePregame

Pre-Order his upcoming album here: http://smarturl.it/Atmosphere
Kaskade - Atmosphere (Official Video) from Ultra Music

Kaskade Socials: 
https://www.facebook.com/kaskade
https://twitter.com/kaskade

Tickets are available now at www.kaskadeatmosphere.com.  

ATMOSPHERE TOUR DATES
Sept. 14                       Miami, FL                              American Airlines Arena
Oct. 5                           Brooklyn, NY                         Barclays Center
Oct. 12                         Chicago, IL                            Navy Pier Exhibition Hall
Oct. 17                         Los Angeles, CA                   The Shrine Expo Hall
Oct. 18*                        Los Angeles, CA                   The Shrine Expo Hall
Oct. 19*                        Los Angeles, CA                   The Shrine Expo Hall

Subscribe to Ultra Music  - http://www.youtube.com/subscription_center?add_user=ultrarecords
Subscribe to UltraTV  - http://www.youtube.com/subscription_center?add_user=ultratv

Ultra Music is an American independent electronic music record label based in New York City. Ultra's current roster includes deadmau5, Benny Benassi, Kaskade, Wolfgang Gartner, The Bloody Beetroots, Steve Aoki, Lil Jon, Armin van Buuren, Above & Beyond, Ferry Corsten, Alex Gaudino, Congorock, Adrian Lux, Fedde Le Grand, Axwell, TOKiMonsta, Alexandra Stan and others. Ultra has featured releases from the aforementioned artists and many others including Tiësto, Avicii, Paul van Dyk, Paul Oakenfold, The Crystal Method, Sasha & John Digweed, and others.

Ultra Music Online:
http://www.ultramusic.com
http://www.twitter.com/ultrarecords
http://www.facebook.com/ultramusic
http://www.youtube.com/ultratv
http://store.bandmerch.com/ultrarecords/",4865139,4.87913608551,34117,1063,00:04:13,253,"[ultra records, ultra music, ultrarecords, ultramusic, house, trance, progressive, electro, pop, vocal, dub step, music video, music, videos, premiere, new, artist, Kaskade, Atmosphere, Official Video, photo, photo booth, booth, pictures, crowd surfing, hot, sexy, girls]",2013-06-27 14:46:35,0,81,82,92,87,87,91,91,91,83,83,84,69,70,69,75,75,75,98,98,98,84,86,88,91,90,90,124,124,124,edm
13,'I FINK U FREEKY' by DIE ANTWOORD (Official).mp4,Die Antwoord,"Directed by Roger Ballen & NINJA
Director of Photography Melle Van Essen
Edited by Jannie Hondekom @ Left
Post Production by Blade
We luf u Fraser

www.RogerBallen.com
www.DieAntwoord.com

ZEF FILMS 2012",86650857,4.69319438934,445631,37020,00:03:55,235,"[Die Antwoord, Roger Ballen, Zef]",2012-01-31 17:53:20,0,0,0,116,117,117,100,100,100,17,18,18,93,93,94,21,21,21,36,36,36,27,27,28,98,98,49,74,73,73,edm
14,AZEALIA BANKS - 212 FT. LAZY JAY.mp4,Azealia Banks,"Azealia Banks - ""212"" Video (2011) 

www.azealiabanks.com",124511559,4.73205137253,572924,41134,00:03:26,206,"[212, Azealia Banks, L8R, HOUSE]",2011-09-13 06:18:39,83,85,86,27,25,23,107,101,93,193,196,197,112,117,123,32,20,15,67,67,66,83,83,37,47,48,48,70,70,70,edm
15,Iggy Azalea - Work (Explicit).mp4,iggyazaleamusicVEVO,"'Work' Out Now
Available on iTunes: http://po.st/Work

http://www.facebook.com/iggyazalea 
http://www.twitter.com/iggyazalea 
Instagram @thenewclassic 

Download a free mixtape at http://www.iggyazalea.com 

Directed by Jonas & François.
Produced by Division.",253029035,4.6847038269,1178606,100852,00:03:47,227,"[Iggy, Azalea, Work, Mercury, Records, Limited, Hip, Hop]",2013-03-13 07:01:24,0,0,0,2,2,2,34,34,34,66,66,67,71,71,71,76,76,76,72,72,72,4,5,5,49,49,49,0,0,0,edm
16,SchoolBoy Q - Collard Greens (Explicit) ft. Kendrick Lamar.mp4,ScHoolBoyQVEVO,"Download ""Collard Greens"" now on iTunes: http://smarturl.it/CollardGreens 
Get ScHoolboy Q's ""Oxymoron"": http://smarturl.it/OxymoronQ

Music video by SchoolBoy Q performing Collard Greens (Explicit).",89271214,4.78922367096,421733,23459,00:04:44,284,"[Collard Greens, Schoolboy Q, Kendrick Lamar]",2013-08-07 21:00:24,0,0,0,41,41,41,142,142,143,104,103,103,0,0,0,130,130,130,107,107,107,139,138,138,151,152,152,191,191,191,edm
17,Above & Beyond feat. Zoë Johnston -  Love Is Not Enough (OFFICIAL MUSIC VIDEO).mp4,Above & Beyond,"Buy/Stream: https://Anjunabeats.lnk.to/LoveIsNotEnoughyo
Follow A&B on Spotify: http://po.st/abspotify 
Subscribe to our channel: https://lnk.to/YTA_B

""The video for ""Love Is Not Enough"" follows the thoughts and emotions of two lost lovers in the final moments of their relationship - just as they realise that the relationship really isn't going to work. The whole video is filmed and edited in reverse, reflecting upon the cyclical nature of relationships. The backwards footage highlights the ambiguity and uncertainty of whether they are emotionally leaving or returning."" Vicky Simmons, Director

Directed by Vicky Simmons, the video for Above & Beyond's ""Love Is Not Enough"" (feat. Zoë Johnston) was shot on Hampstead Heath last December and features two rising stars of the acting world; Emily Beecham and Liam Boyle. Liam has starred in Powder (2010), Awaydays (2009) and Land Girls (2009). Emily has featured in The Calling (2009), 28 Weeks Later (2007) and was considered one of the 55 Faces Of The Future by Nylon Magazine's Young Hollywood issue.

A poignant tale of a deep love that wasn't quite to be, the video for Above & Beyond's ""Love Is Not Enough"" (feat. Zoë Johnston) captures the confusing, frustrating and, ultimately, heart-breaking emotions of those final, fracturing stages of such a relationship in a stirring and cinematic style.

Released on 19th March 2012, Above & Beyond feat. Zoë Johnston ""Love Is Not Enough"" is the latest single from the album ""Group Therapy"" - last year described as ""the artist album of the year"" by dance magazine Mixmag. A full remix package will include the new Above & Beyond Club Mix, and mixes from Kaskade, MRZO (aka Mat Zo), Maor Levi & Bluestone and Sykro.

Live Dates: http://po.st/ablive
Website: http://po.st/wbab
Facebook: http://po.st/fbab
Twitter: http://po.st/twab
Soundcloud: http://po.st/absc
Instagram: http://po.st/abins
iTunes: http://po.st/abitunes
Google+: http://po.st/abgopl",3257356,4.95436143875,22701,262,00:04:33,273,"[above & beyond, above and beyond, group therapy, zoe johnston, love story, faithless, sun and moon, trance, love song, club, dance, anthem, mixmag, love is not enough, tri state, anjunabeats, group, therapy, miami, brixton, academy, vocal trance, uplifting, good for me, tri-state, hampstead heath, london, autumn, Love Is Not Enough Single, Above & Beyond Music Videos]",2012-02-02 10:55:49,0,0,0,72,72,73,35,37,38,35,35,35,72,72,72,56,56,68,59,59,58,51,51,51,50,50,50,0,0,0,edm
18,Bloom - Dpat [directed by VASH].mp4,vashwhat,"Inspired & song by Dpat - Bloom
directed & cinematography by j. Vash


twitter.com/vash_one
twitter.com/dpatsays
soulection.bandcamp.com

on Vimeo: https://vimeo.com/63289244",234457,4.9517493248,3276,40,00:02:04,124,"[dpat, bloom, in bloom, vash, jeff vash, soulection, xxyyxx about you]",2013-08-22 15:45:54,0,0,0,39,39,39,17,38,37,15,15,18,21,21,21,14,39,39,6,8,3,20,17,16,1,1,1,0,0,0,edm
19,SAMI - Crazy [directed by VASH].mp4,vashwhat,"SAMI - Crazy (Willie Nelson Cover)
Directed/Edited by Jeff Vash
featuring Carlson Young


Buy on iTunes: https://itunes.apple.com/us/album/crazy/id583153705?i=583153794
 
samifreemusic.com 
 
Facebook: https://www.facebook.com/samifreemusic
Soundcloud: https://soundcloud.com/samifree
Twitter: https://twitter.com/samifreemusic
Youtube: https://youtube.com/samifreemusic
Vimeo: https://vimeo.com/samifreemusic

@vash_one
iamvash.com

on Vimeo: https://vimeo.com/50558079",104242,4.9084405899,1366,32,00:02:57,177,"[sami, dub, electronic, slow, revenge, girl, black and white, shotgun, post dubstep, electro, avant garde, art, VASH, jeff vash, samifree]",2013-02-26 17:20:19,92,92,92,82,86,89,80,80,80,79,80,81,49,49,49,63,63,63,122,120,119,112,115,115,55,54,53,69,55,55,edm
20,Sleepyhead - Rainbow Thorns [directed by VASH] HD.mp4,vashwhat,"Sleepyhead - Rainbow Thorns

Directed/Cinematography: Jeff Vash


""betrayal""

official video granted by Symbols Recordings
Inspired & song by Sleepyhead

@vash_one
http://IAMVASH.com

more at
symbolsrecordings.com/",98078,4.94656467438,1551,21,00:03:39,219,"[sleepyhead, rainbow, thorns, trip, hop, dub, electro, dance, electronic, ambiance]",2012-07-16 03:35:44,0,0,0,67,66,67,42,40,32,59,59,59,51,52,53,40,38,37,47,47,46,53,52,51,54,60,46,55,55,56,edm
